Protein,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6,Sample7,Sample8,Sample9,Sample10,Sample11,Sample12,Sample13,Sample14,Sample15,Sample16,Sample17,Sample18,Sample19,Sample20,Sample21,Sample22,Sample23,Sample24,Sample25,Sample26,Sample27,Sample28,Sample29,Sample30,Sample31,Sample32,Sample33,Sample34,Sample35,Sample36,Sample37,Sample38,Sample39,Sample40,Sample41,Sample42,Sample43,Sample44,Sample45,Sample46
Q9D1C8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,72278.7845321547,NaN,NaN,49821.4011480536,54899.1221258884,84975.9730194813,40666.8555162716,NaN,NaN,73468.2895928587,79414.691022655,73132.5351870052,65749.8304717233,82797.9347209287,87367.0466991415,16749.4142525363,NaN,16907.5754489148,25823.7081955103,16643.3128599597,30306.7841554911,20746.105317181,24108.1274439244,29967.983740287,17971.3888213637,29863.46099373,29302.1910264428,28144.4424150764,29655.7229568137
Q9D1D4,170809.010047503,274935.950134244,201185.306060973,195492.479061337,196995.387002674,174655.827354368,100550.778868886,220157.075616409,234527.342107777,225859.84443654,246392.815520371,146021.110622523,188506.099885692,138450.885035576,117154.665582461,150814.545383881,505167.309426592,514914.823843846,526143.1361612,233493.019424891,185630.059952063,465363.526264251,467183.920929615,479430.330963888,348597.184536748,442808.415328615,433802.944159797,335179.511270678,198877.104340434,430875.368328009,185485.251871446,224172.032767556,79268.6182539822,101264.982283792,94989.8329766302,77354.8015766412,81661.1144998023,68109.9460172874,59402.5173830074,81878.3439484395,NaN,73352.6074341377,83715.6037693087,72128.4702189363,80431.1358926265,74580.9883722422
Q9D1E6,220831.648704273,170241.796937429,308923.885263024,248567.360254461,230243.553585404,210640.193794213,321988.44918688,189604.665122703,197037.841324749,191606.218740003,229791.88114134,232552.139139574,238998.805212217,213489.150970887,167921.687334861,220345.926697229,554872.526619168,245061.314310868,485277.649857418,263994.359800214,247506.74660275,710343.479836765,201404.091896822,621963.6726018,250819.925459367,669089.367655131,251420.233669811,448493.039228663,426681.787494023,240239.765185143,608972.664276737,213163.584729864,86613.2811882494,89450.7343506834,63941.3762431685,NaN,68984.1986298328,86529.6169527803,88656.018405795,NaN,100944.787335704,90132.0163846966,109662.545288451,89293.6590450773,67779.047100528,NaN
Q9D1G1,1964303.61554629,2230440.65506257,1923903.20003663,2344140.58602961,2601669.03509861,2220498.70958066,2203078.8628576,1860102.6388815,2380147.37529454,2354936.76663691,2271706.80976229,2152459.33436164,2053370.01661201,2261716.7479094,2147835.53567846,2360149.70373476,2140367.51584359,1945233.77896564,3310104.39060639,1756456.49747553,660373.604082339,4830729.20498409,4947735.22559317,948893.29537967,2072452.77392274,4467098.11058382,3740391.18123531,2085349.80023519,5595678.5266695,2606650.08379021,1921895.38083667,637489.218182738,904647.50775731,767082.240799728,925305.492749698,676999.917557973,871051.88799789,897423.502554825,767158.13906698,964325.097756975,1033106.80788884,1054443.73186573,862613.414277904,918944.452308562,924377.099504344,888409.743046675
Q9D1G5,1148080.56039072,899459.333551764,890492.338302668,780200.753538912,889388.456088024,783757.054409302,1150967.48283907,549044.788578065,842205.994334991,951608.538881916,1100904.06934634,837187.700902467,1015464.40712233,906800.453133771,935284.746899985,903907.95707352,481836.289111709,408117.675194753,411719.774510609,576370.156057839,559023.858706213,587361.575432893,448790.853176481,503352.010679341,482509.517620987,529614.470315942,562604.293375889,578946.428558444,220572.7884503,481452.160998565,461478.367607876,246188.928842942,221235.578629758,296200.073180093,311509.268876975,274522.303339659,321200.383699222,309493.308160316,237311.564419553,254474.678574757,182173.795894902,305330.228444598,285905.92164489,301691.197550358,272407.217870693,296557.229568137
Q9D1H7,185449.78233729,215760.993979522,176999.09440337,NaN,286765.436776045,215028.531164926,240079.106849867,203083.669752279,170010.526806753,148789.186619332,205327.346266976,NaN,218801.723081607,194465.365240809,233333.042285069,152773.175843412,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,72103.0934400628,50126.1662304773,69577.2347261401,62349.1333008718,NaN,69395.0393383684,49999.6063399686,63574.0249632377,87538.0577676803,69409.9047845528,81953.1700057443,77243.3497176349,98763.7543464837,79250.1873058681
Q9D1I5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,81866.1209990279,88606.8594983185,81053.892000555,66071.4696173416,67817.6112798358,64254.6660540447,19104.3271985552,54377.220790185,66245.0166890554,70143.4308588941,71084.8284637637,78630.4356833836,55772.4730427202,54011.2741511331
Q9D1J1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,42724.4417029938,22700.2335286168,46623.9201773104,52345.3544503588,36164.2078499124,59756.8394302616,37014.6339472006,39733.7656020235,56229.401070591,NaN,NaN,36584.3923466239,34470.4868111257,19686.3522606933
Q9D1J3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,139986.121889297,276528.331323548,222716.900355615,232441.249067121,240038.870627667,219399.717456508,202323.745284479,145523.551602344,80985.0776271346,132647.454812096,143227.100328294,129501.174809126,192549.196475057,244130.287698262,251410.732958286,139106.752476296,30184.773278635,31138.9820522662,32175.6284300559,34315.2879174574,29398.0012199288,33840.7907884636,29701.2586915037,NaN,23501.2083015934,31266.5489188011,35934.0661793406,28348.5694249906,37310.7516420049,38236.9534294236
Q9D1K2,3269772.47805221,3213655.31117179,2671477.014908,3016422.41447583,3349752.78321003,2536459.00027199,3700042.70556854,1833144.62962234,2938130.64276285,2965079.47435648,3503670.88736414,2877156.69819194,3119327.12906086,3318593.73291379,2880052.19556885,3124015.58295182,3012744.79718268,2555503.19981761,2952531.38544829,2944957.00175538,3264528.64053628,2685924.79218056,2712977.49358734,2990209.96443174,3209644.80884444,3160130.5411117,3802215.82885903,2399580.59205144,2838518.67104074,3083239.09164738,3285100.24398826,3102380.81062243,783729.276522424,639657.138092622,763402.649057061,867769.653777059,847720.140997947,856728.880720597,785068.445815627,845570.247755422,1048879.43091004,1008598.35221939,978150.738778236,1040314.47431158,961816.954093208,952768.971591249
Q9D1K7,306236.153728024,216671.377920364,207781.545603956,194607.897708119,256842.086851588,252768.232553056,401073.331443307,279464.695986544,273760.540601643,291155.818420564,285710.817997026,236878.690565426,400575.462257096,229342.305745954,314365.019312938,335905.123809553,272871.498465368,303227.618485821,289123.315599262,225078.856562733,236838.352352632,295156.570569292,224395.42658824,243203.743773781,231689.592161619,307234.913719193,274089.271131843,235196.986601868,233228.604181055,276227.0984315,225710.969144772,267205.0569149,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9D1L0,276954.609148452,339573.209934016,297930.152691386,429906.537664298,316688.786700502,413381.380321144,272560.397776614,461880.55864014,352226.937589375,391775.84390414,285710.817997026,368838.509053929,319787.133734656,255764.230371063,384657.818662415,364305.265472752,374310.717225728,369975.836391505,557813.888046632,571111.304268989,525951.836530844,484056.775733641,542595.498717466,427600.024913738,539900.517514231,487674.466220941,615155.243856055,693212.171037083,762060.904359028,475616.377228886,473769.558996947,673516.866306096,120022.540633148,84218.7102660207,76135.3245972344,148893.452658798,125213.708899697,105270.561218543,144625.726995312,83306.9737228942,140376.344888713,122865.61745218,120432.973843567,136974.739117691,167833.830915593,176672.392083145
Q9D1L9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,167494.142525364,200842.214862855,189569.785336317,214034.338197023,203763.923799507,247380.464308072,152237.607363486,126790.892482862,189271.476254444,79862.6513439172,87240.4712964374,139575.52530347,157505.595166941,193077.685633724
Q9D1M0,479485.292490492,454281.586480092,496916.712238031,528095.067871576,561894.015248134,496759.790364686,652450.278615521,464576.359566055,469054.684215554,497747.998402802,594138.704091676,483492.121839022,508293.233620349,536893.508382232,500836.195365023,576816.670331856,802384.220394446,963081.429782008,958295.653823702,908729.589113088,970823.876760789,551942.786964577,778946.419345245,727617.758011722,237003.573633216,914877.298630487,1040714.90166602,543714.491294197,931106.443048397,868559.151053978,886083.161048535,661507.650264976,169285.523728843,101264.982283792,93760.1911257999,115741.394840238,102659.686799751,111374.754493678,130894.491821351,140184.296618375,135644.557982351,132034.693381448,149806.869902973,124837.73691739,135558.094201056,114458.471156723
Q9D1P4,367239.371602133,169331.412996587,672816.433384239,569670.391472856,630883.960907298,590670.210097939,525349.574989121,466373.560183332,540546.290359931,589804.617462244,658794.974831065,513777.98181999,617133.065101969,657377.484672733,611156.838788508,685520.660835822,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,277664.086539373,254006.330561846,274620.01335207,229156.329482682,252760.592499388,281649.619536896,270147.126792069,107147.233084108,340688.657257999,133868.508567301,313321.557967003,325965.201950962,250459.716904808,277628.044702086
Q9D1Q6,237912.549709023,277667.101956769,372687.534178524,297219.33468149,209463.449471198,286997.264044615,216071.19616488,355845.722220809,331302.565059313,355381.36660157,371336.690057297,207674.468440922,262562.067697929,NaN,281171.197397908,307504.982146354,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,149580.330490565,143458.724902039,144482.917472544,164015.443944457,156322.704899622,140289.354217998,159700.235175422,163399.530453265,121449.197263268,132951.600974375,161556.428326736,129172.380560354,148468.388886871,136290.131035569
Q9D1R9,688116.297619942,613598.776127418,539792.269267419,525441.32381192,604285.427641115,461653.091398985,543708.565512934,506810.57407206,616397.140781406,615494.836734647,516376.432526736,836106.063046004,519513.834804022,518926.599637157,710738.304533599,630679.007968956,504152.917238988,468191.071309868,431130.880504906,382844.410228199,444872.040229944,339430.056154686,445112.239625854,387730.558721314,652556.924712083,483773.070491174,390525.69082319,280903.283593324,459225.313658821,403641.710736171,439130.746900472,511392.449750989,39320.8174163821,116454.729626361,88841.6237224793,15005.6682757695,72561.7331698242,22917.497559276,141043.665645583,150006.126317752,81229.0085591989,137536.138939008,41808.845391222,102297.589973972,161378.683572686,30034.3066541347
Q9D1T0,951650.198836092,776557.501538111,684909.539213039,955347.861476218,922636.622670752,638941.921175779,944781.896956242,277667.495369267,932878.275298592,1069355.37721376,1004793.39662563,938861.659410003,1021074.70771417,924767.361878846,882565.147387875,908804.533222347,665441.275067961,780954.149496501,710037.824528221,696271.976843594,793728.532208821,750681.544481233,670427.319601752,763500.277584903,749271.387495145,926581.485819789,790325.07878994,699877.672681671,786468.548982627,874394.934823658,756466.960945597,843647.426888615,271394.252327193,226158.460433803,349423.225944238,324541.197592224,285425.038299308,313776.952563918,335818.251537103,303583.827071641,350152.231070721,355760.146055568,223241.610051489,304291.983736137,387308.840574445,415180.121395392
Q9D1X0,178129.396192397,166600.261174061,108288.265830633,173377.945230869,228581.145256268,145692.800707664,162406.454633734,105136.236110693,142983.212288756,189465.36713397,172125.477508912,166572.229895323,190750.220122427,237797.321625989,151324.776377346,155711.121532708,798326.651644031,775232.873676014,759076.408092762,928713.225910715,808664.284158986,852018.633710025,782625.032895872,798386.060503273,756710.96155538,683719.60164176,602790.314331309,632270.441715143,601151.247210858,768378.196341144,654785.286726912,702539.138405466,158537.236507964,158648.472244608,137310.006676035,151219.912856592,98771.0622997607,142431.176419799,155222.658488261,128576.67970093,152994.443305676,123782.525045107,162535.558195383,94495.2314166353,129102.946858149,111682.190709703
Q9D2G2,4831454.85562939,5881080.25783846,6343383.69383505,5572862.52527795,5618940.15248134,6099788.94529077,5578308.65915868,6838348.34873826,5745483.95721283,5534101.40159674,6413203.07063663,5094514.30394137,5195138.34804021,5633154.33007343,5623423.94795815,5826925.6171045,5396566.43805114,4948903.58472141,5200133.13215633,4890732.16362947,5920958.8088158,5548943.52670271,4717821.87867898,4525184.41284002,5579680.5451766,5227870.27788849,4678065.00352845,5303834.88005021,5044246.55554374,4814521.60998565,5396950.40083787,5043870.73727002,1818251.92153202,1628678.46506433,1639522.46777355,1733212.84735633,1602113.29399612,1970476.42565737,1671628.62987358,1616137.43235197,2318575.58411694,1842984.26178271,2251998.69788783,1959258.92662014,2014005.97098712,1892918.48660513
Q9D2G5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,550814.957868753,717066.56950106,679388.709800384,544817.045324745,572892.771231367,847099.35753387,832286.315829334,706686.288260699,602605.498879073,785155.890615715,705831.393704183,1371188.90974368,825339.983012803,750870.845032107,546399.326296008,659506.114258124,248106.296681955,114766.979921632,80336.6009209041,101433.664623806,79327.9397998078,78819.057026295,81342.6431500982,151791.91353582,238166.607620175,153123.568018762,157639.908852148,153446.384960958,88177.3127041154,83414.6079763994
Q9D2M8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,260698.792214125,310855.98624647,241106.369192317,432277.617043378,267776.695677976,316801.385744374,309923.191640316,481423.804273509,328404.05494468,325766.543435589,323548.989230822,624652.7255499,342611.011568294,519384.755501482,441365.508971212,306235.009048537,49442.1212160431,51054.4285680787,38938.6586096218,34315.2879174574,45108.0441998908,50225.730632245,26119.1973417746,38305.1358275688,58674.1576388776,57581.796835798,70693.1765163049,74642.5635318559,36019.7221734234,49468.2697832807
Q9D2N4,322096.990375292,253997.119494881,135222.910631146,169839.619817994,211125.857800334,258034.237397911,189238.825399307,331583.513887571,201397.085601846,279381.134587379,175620.411062393,312593.340517847,227778.204028545,312835.587561301,228451.5978858,154731.806302943,812528.142270483,782861.241436662,503667.11869412,676288.340045967,809731.123583997,608022.535372744,807455.674362604,774464.380787819,655745.313595041,588135.406262455,618246.47623724,797955.768309171,374250.550895181,810201.313357182,721828.148849123,707542.9784226,120022.540633148,170462.720177717,120914.781998299,258237.081955103,109659.210899734,239884.086601767,243281.666669101,164292.4240623,253150.599490319,108195.095965353,237928.558081193,218466.039605432,229803.245407505,222102.435761669
Q9D2N9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,54905.8338866566,74514.1494638239,66093.2494821214,80495.5228436628,65017.8016398426,77105.5992648538,89253.0286307499,70449.3057528013,65377.5224228892,62349.716319017,73630.5661222457,62678.9470772728,80431.1358926265,86443.2775549677
Q9D2P8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1704178.87517405,1735453.66554778,1195315.47438564,1472478.50087769,1376222.85826529,1849647.84223423,1471445.42025076,1804093.34520715,1828009.62622929,1014362.88973956,891305.336575354,942692.375448782,2296126.56829411,972630.62827993,1497290.58739601,1341029.12459163,1047958.0040357,736702.746114591,509276.666552159,771221.555568618,541296.530398689,974529.10181968,574622.341519043,789317.950386265,820176.39710259,849973.338643069,1067251.5568251,1144345.92174274,818512.683080661,879576.123442517
Q9D2U9,589291.084663888,1738833.32700796,1802972.14174861,597092.413422636,477942.394626741,3844183.5367444,946194.126996534,7422438.54935322,807332.040118221,818875.739307835,812572.051184204,1048107.08291278,665381.65019176,1236546.07245514,776149.659483808,683562.030376291,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
